i,j,dist_km
Z0899001,Z2135001,9.618806720024548
Z0899001,Z2135002,9.618806720024548
Z0899001,Z2136001,7.519344057417636
Z0908001,Z0951001,35.09734435978837
Z0908001,Z0951002,35.09734435978837
Z0908001,Z0972001,11.57841283902498
Z0908001,Z1031001,16.621578034337613
Z0908001,Z1031002,16.621578034337613
Z0908001,Z1119001,21.523338202968926
Z0908001,Z1169001,10.199336183475104
Z0908001,Z1367001,20.20104630671742
Z0908001,Z1524001,8.942869910747783
Z0908001,Z1665001,26.8218291148816
Z0908001,Z1769001,12.02045704345262
Z0908001,Z1899001,12.63391761239943
Z0908001,Z1899002,12.63391761239943
Z0908001,Z2011001,12.633811110124194
Z0908001,Z2135001,11.846504381645975
Z0908001,Z2135002,11.846504381645975
Z0908001,Z2136001,9.605640259199344
Z0951001,Z0951002,0.0
Z0951001,Z0972001,45.275650063401415
Z0951001,Z1031001,18.69807481182254
Z0951001,Z1031002,18.69807481182254
Z0951001,Z1119001,14.442780460455817
Z0951001,Z1169001,27.79291414863631
Z0951001,Z1367001,22.72060815688858
Z0951001,Z1524001,27.10448280944221
Z0951001,Z1665001,37.70649691204208
Z0951001,Z1769001,32.23808215794567
Z0951001,Z1899001,31.339726134878898
Z0951001,Z1899002,31.339726134878898
Z0951001,Z2011001,31.274446985622824
Z0951001,Z2135001,30.376484041416294
Z0951001,Z2135002,30.376484041416294
Z0951001,Z2136001,31.580814725160504
Z0951002,Z0972001,45.275650063401415
Z0951002,Z1031001,18.69807481182254
Z0951002,Z1031002,18.69807481182254
Z0951002,Z1119001,14.442780460455817
Z0951002,Z1169001,27.79291414863631
Z0951002,Z1367001,22.72060815688858
Z0951002,Z1524001,27.10448280944221
Z0951002,Z1665001,37.70649691204208
Z0951002,Z1769001,32.23808215794567
Z0951002,Z1899001,31.339726134878898
Z0951002,Z1899002,31.339726134878898
Z0951002,Z2011001,31.274446985622824
Z0951002,Z2135001,30.376484041416294
Z0951002,Z2135002,30.376484041416294
Z0951002,Z2136001,31.580814725160504
Z0972001,Z1031001,27.507713702560512
Z0972001,Z1031002,27.507713702560512
Z0972001,Z1119001,32.52912898724591
Z0972001,Z1169001,21.75359577281875
Z0972001,Z1367001,31.752599745517827
Z0972001,Z1524001,20.45153880925473
Z0972001,Z1665001,36.36471088425511
Z0972001,Z1769001,22.58204967979341
Z0972001,Z1899001,23.39837059691674
Z0972001,Z1899002,23.39837059691674
Z0972001,Z2011001,23.414367781186556
Z0972001,Z2135001,22.887558287287582
Z0972001,Z2135002,22.887558287287582
Z0972001,Z2136001,20.545922899862695
Z1031001,Z1031002,0.0
Z1031001,Z1119001,5.034178670161542
Z1031001,Z1169001,9.514075239507267
Z1031001,Z1367001,10.3587927525963
Z1031001,Z1524001,8.424229232643784
Z1031001,Z1665001,25.398074413661064
Z1031001,Z1769001,14.79074592176571
Z1031001,Z1899001,14.113040863421023
Z1031001,Z1899002,14.113040863421023
Z1031001,Z2011001,14.049030819542951
Z1031001,Z2135001,12.880721526968548
Z1031001,Z2135002,12.880721526968548
Z1031001,Z2136001,13.480125533238995
Z1031002,Z1119001,5.034178670161542
Z1031002,Z1169001,9.514075239507267
Z1031002,Z1367001,10.3587927525963
Z1031002,Z1524001,8.424229232643784
Z1031002,Z1665001,25.398074413661064
Z1031002,Z1769001,14.79074592176571
Z1031002,Z1899001,14.113040863421023
Z1031002,Z1899002,14.113040863421023
Z1031002,Z2011001,14.049030819542951
Z1031002,Z2135001,12.880721526968548
Z1031002,Z2135002,12.880721526968548
Z1031002,Z2136001,13.480125533238995
Z1119001,Z1169001,13.375706666499287
Z1119001,Z1367001,9.92569870645847
Z1119001,Z1524001,12.95872944857086
Z1119001,Z1665001,25.790011200418682
Z1119001,Z1769001,17.877098414996368
Z1119001,Z1899001,17.019977525512306
Z1119001,Z1899002,17.019977525512306
Z1119001,Z2011001,16.954283445659932
Z1119001,Z2135001,15.991096254048072
Z1119001,Z2135002,15.991096254048072
Z1119001,Z2136001,17.13803614074039
Z1169001,Z1367001,10.002535551967734
Z1169001,Z1524001,2.7826798856984998
Z1169001,Z1665001,19.45223199865542
Z1169001,Z1769001,5.722151940752404
Z1169001,Z1899001,5.383169900169959
Z1169001,Z1899002,5.383169900169959
Z1169001,Z2011001,5.331664167889874
Z1169001,Z2135001,4.016770844196798
Z1169001,Z2135002,4.016770844196798
Z1169001,Z2136001,3.9768806861169077
Z1367001,Z1524001,11.75314958755787
Z1367001,Z1665001,15.865012241790096
Z1367001,Z1769001,11.282157725317113
Z1367001,Z1899001,10.238407532641586
Z1367001,Z1899002,10.238407532641586
Z1367001,Z2011001,10.18395423528061
Z1367001,Z2135001,9.889743334929396
Z1367001,Z2135002,9.889743334929396
Z1367001,Z2136001,12.010672384774415
Z1524001,Z1665001,22.23238769213206
Z1524001,Z1769001,8.24559133199702
Z1524001,Z1899001,8.05401055719882
Z1524001,Z1899002,8.05401055719882
Z1524001,Z2011001,8.00766144537694
Z1524001,Z2135001,6.701483256746972
Z1524001,Z2135002,6.701483256746972
Z1524001,Z2136001,6.048823445198306
Z1665001,Z1769001,14.972597096785933
Z1665001,Z1899001,14.631834255487746
Z1665001,Z1899002,14.631834255487746
Z1665001,Z2011001,14.65552630534189
Z1665001,Z2135001,15.813369213582428
Z1665001,Z2135002,15.813369213582428
Z1665001,Z2136001,17.575881658912046
Z1769001,Z1899001,1.0462017743348009
Z1769001,Z1899002,1.0462017743348009
Z1769001,Z2011001,1.0986910687881963
Z1769001,Z2135001,1.9164565870784473
Z1769001,Z2135002,1.9164565870784473
Z1769001,Z2136001,2.621618810548992
Z1899001,Z1899002,0.0
Z1899001,Z2011001,0.06573848328061542
Z1899001,Z2135001,1.3665293647055061
Z1899001,Z2135002,1.3665293647055061
Z1899001,Z2136001,3.0420304121355355
Z1899002,Z2011001,0.06573848328061542
Z1899002,Z2135001,1.3665293647055061
Z1899002,Z2135002,1.3665293647055061
Z1899002,Z2136001,3.0420304121355355
Z2011001,Z2135001,1.314996918995508
Z2011001,Z2135002,1.314996918995508
Z2011001,Z2136001,3.0370160580215835
Z2135001,Z2135002,0.0
Z2135001,Z2136001,2.34595123462876
Z2135002,Z2136001,2.34595123462876
