i,j,dist_km
Z0386006,Z0972001,47.314687091657774
Z0386006,Z1031001,20.74745849425896
Z0386006,Z1031002,20.74745849425896
Z0386006,Z1119001,16.438401948595352
Z0386006,Z1169001,29.803780682901344
Z0386006,Z1367001,24.480078981158627
Z0386006,Z1524001,29.14826172584995
Z0386006,Z1665001,39.24162881252264
Z0386006,Z1769001,34.18289753274898
Z0386006,Z1899001,33.273413704027874
Z0386006,Z1899002,33.273413704027874
Z0386006,Z2011001,33.208320267229
Z0386006,Z2135001,32.33103253553829
Z0386006,Z2135002,32.33103253553829
Z0386006,Z2136001,33.57208565082082
Z0386007,Z0646001,33.81523158150013
Z0386007,Z0646002,33.81523158150013
Z0386007,Z0646003,33.81523158150013
Z0386007,Z0646004,33.81523158150013
Z0386007,Z0899001,34.8373531459686
Z0386007,Z0908001,37.15633267130426
Z0386007,Z0951001,2.059003356642524
Z0386007,Z0951002,2.059003356642524
Z0386007,Z0972001,47.314687091657774
Z0386007,Z1031001,20.74745849425896
Z0386007,Z1031002,20.74745849425896
Z0386007,Z1119001,16.438401948595352
Z0386007,Z1169001,29.803780682901344
Z0386007,Z1367001,24.480078981158627
Z0386007,Z1524001,29.14826172584995
Z0386007,Z1665001,39.24162881252264
Z0386007,Z1769001,34.18289753274898
Z0386007,Z1899001,33.273413704027874
Z0386007,Z1899002,33.273413704027874
Z0386007,Z2011001,33.208320267229
Z0386007,Z2135001,32.33103253553829
Z0386007,Z2135002,32.33103253553829
Z0386007,Z2136001,33.57208565082082
Z0646001,Z0646002,0.0
Z0646001,Z0646003,0.0
Z0646001,Z0646004,0.0
Z0646001,Z0899001,1.0786300284920414
Z0646001,Z0908001,3.7157706382717977
Z0646001,Z0951001,31.758176603548705
Z0646001,Z0951002,31.758176603548705
Z0646001,Z0972001,15.26653861592284
Z0646001,Z1031001,13.13369890424113
Z0646001,Z1031002,13.13369890424113
Z0646001,Z1119001,17.947272850064966
Z0646001,Z1169001,6.641807693806225
Z0646001,Z1367001,16.600344530284303
Z0646001,Z1524001,5.229259021092841
Z0646001,Z1665001,24.54544808573724
Z0646001,Z1769001,9.576399083543158
Z0646001,Z1899001,9.964821114966302
Z0646001,Z1899002,9.964821114966302
Z0646001,Z2011001,9.949711308647265
Z0646001,Z2135001,8.944451223844332
Z0646001,Z2135002,8.944451223844332
Z0646001,Z2136001,6.970496680914326
Z0646002,Z0646003,0.0
Z0646002,Z0646004,0.0
Z0646002,Z0899001,1.0786300284920414
Z0646002,Z0908001,3.7157706382717977
Z0646002,Z0951001,31.758176603548705
Z0646002,Z0951002,31.758176603548705
Z0646002,Z0972001,15.26653861592284
Z0646002,Z1031001,13.13369890424113
Z0646002,Z1031002,13.13369890424113
Z0646002,Z1119001,17.947272850064966
Z0646002,Z1169001,6.641807693806225
Z0646002,Z1367001,16.600344530284303
Z0646002,Z1524001,5.229259021092841
Z0646002,Z1665001,24.54544808573724
Z0646002,Z1769001,9.576399083543158
Z0646002,Z1899001,9.964821114966302
Z0646002,Z1899002,9.964821114966302
Z0646002,Z2011001,9.949711308647265
Z0646002,Z2135001,8.944451223844332
Z0646002,Z2135002,8.944451223844332
Z0646002,Z2136001,6.970496680914326
Z0646003,Z0646004,0.0
Z0646003,Z0899001,1.0786300284920414
Z0646003,Z0908001,3.7157706382717977
Z0646003,Z0951001,31.758176603548705
Z0646003,Z0951002,31.758176603548705
Z0646003,Z0972001,15.26653861592284
Z0646003,Z1031001,13.13369890424113
Z0646003,Z1031002,13.13369890424113
Z0646003,Z1119001,17.947272850064966
Z0646003,Z1169001,6.641807693806225
Z0646003,Z1367001,16.600344530284303
Z0646003,Z1524001,5.229259021092841
Z0646003,Z1665001,24.54544808573724
Z0646003,Z1769001,9.576399083543158
Z0646003,Z1899001,9.964821114966302
Z0646003,Z1899002,9.964821114966302
Z0646003,Z2011001,9.949711308647265
Z0646003,Z2135001,8.944451223844332
Z0646003,Z2135002,8.944451223844332
Z0646003,Z2136001,6.970496680914326
Z0646004,Z0899001,1.0786300284920414
Z0646004,Z0908001,3.7157706382717977
Z0646004,Z0951001,31.758176603548705
Z0646004,Z0951002,31.758176603548705
Z0646004,Z0972001,15.26653861592284
Z0646004,Z1031001,13.13369890424113
Z0646004,Z1031002,13.13369890424113
Z0646004,Z1119001,17.947272850064966
Z0646004,Z1169001,6.641807693806225
Z0646004,Z1367001,16.600344530284303
Z0646004,Z1524001,5.229259021092841
Z0646004,Z1665001,24.54544808573724
Z0646004,Z1769001,9.576399083543158
Z0646004,Z1899001,9.964821114966302
Z0646004,Z1899002,9.964821114966302
Z0646004,Z2011001,9.949711308647265
Z0646004,Z2135001,8.944451223844332
Z0646004,Z2135002,8.944451223844332
Z0646004,Z2136001,6.970496680914326
Z0899001,Z0908001,2.6533111937513345
Z0899001,Z0951001,32.77947876173114
Z0899001,Z0951002,32.77947876173114
Z0899001,Z0972001,14.224648385760814
Z0899001,Z1031001,14.180876351250179
Z0899001,Z1031002,14.180876351250179
Z0899001,Z1119001,19.013590548213266
Z0899001,Z1169001,7.6008330685834355
Z0899001,Z1367001,17.589885049299443
Z0899001,Z1524001,6.30327290491202
Z0899001,Z1665001,25.0378575535047
Z0899001,Z1769001,10.07700125513838
Z0899001,Z1899001,10.553725030175011
Z0899001,Z1899002,10.553725030175011
Z0899001,Z2011001,10.544297863453835
